800 800
60 (45.44,-73.6352) 
1 (45.60156555216532,-73.6467810658102)
1 (45.73090111255119,-73.28637260369291)
1 (45.2724535111413,-73.27133882670164)
1 (45.68608401867411,-73.39494099828921)
1 (45.707270438443786,-73.50251391083127)
1 (45.40075468810282,-73.68959532177958)
1 (45.40622509616121,-73.68062817081618)
1 (45.37967856298445,-73.42414391371571)
1 (45.68409715839066,-73.71778452783053)
1 (45.482410773320225,-73.44441675492335)
1 (45.44113882193663,-73.30141780808998)
1 (45.55416226203646,-73.58613297213836)
1 (45.440133764476876,-73.68837922507605)
1 (45.28426657850513,-73.51723715238703)
1 (45.57363755906042,-73.66546716191586)
1 (45.485499773984735,-73.50662312066825)
1 (45.309036882062315,-73.62292205888257)
1 (45.32393174662704,-73.52645625349578)
1 (45.59330310349458,-73.54238385024458)
1 (45.5060382953083,-73.25497366992349)
1 (45.48417911641336,-73.54016594151923)
1 (45.54747855885747,-73.44068456871425)
1 (45.650026642925454,-73.43042982985504)
1 (45.50624375157061,-73.7173109229487)
1 (45.646674502114415,-73.58095050277919)
1 (45.46180856279584,-73.3216016867062)
1 (45.5363463879231,-73.62664263264404)
1 (45.56146744503825,-73.26332159758188)
1 (45.46111043201181,-73.38287350625774)
1 (45.63521386913854,-73.3282588643065)
1 (45.721280615984796,-73.56181877344784)
1 (45.70132137976472,-73.36101363143985)
1 (45.73781382668854,-73.64072284304147)
1 (45.646211014228406,-73.57462242431515)
1 (45.496984177239824,-73.46090598981363)
1 (45.46424039720098,-73.6687415081738)
1 (45.68547998533374,-73.35071584052524)
1 (45.68572581677568,-73.30715513236146)
1 (45.724556631664534,-73.26435136715565)
1 (45.50480910079485,-73.50879279474917)
1 (45.30299206154451,-73.61159285317969)
1 (45.64270704050583,-73.74423216343011)
1 (45.29033007031003,-73.62095208049483)
1 (45.64643189263102,-73.50183287566459)
1 (45.58425931062587,-73.73061194376717)
1 (45.6282472202448,-73.29418877341742)
1 (45.508964905875466,-73.63775579504083)
1 (45.396924119200186,-73.51650468189717)
1 (45.33490230152127,-73.25749162555387)
1 (45.51828870534102,-73.74379631983726)
1 (45.33468153239248,-73.44755737113344)
1 (45.56960248171089,-73.4634803148075)
1 (45.52461320641152,-73.4443483659823)
1 (45.71999296128493,-73.38396377312229)
1 (45.36695612817773,-73.52953903128663)
1 (45.27745281606617,-73.33826151552854)
1 (45.72401913387194,-73.50467598999033)
1 (45.49185138831648,-73.41446128440853)
1 (45.262008766314885,-73.59360054171954)
1 (45.69295344634719,-73.29202574968647)
1 (45.29987695762709,-73.41941355305599)
1 (45.27261567180426,-73.34446296242481)
1 (45.28641181252488,-73.71392663689838)
1 (45.591132146145505,-73.3848147424937)
1 (45.66742736464889,-73.41314881842823)
1 (45.59912594181303,-73.48070557811221)
1 (45.3741467858618,-73.27233822084719)
1 (45.31843484080576,-73.55036258796466)
1 (45.52373661561584,-73.59850406136029)
1 (45.31811457410433,-73.47006007764874)
1 (45.67343794894059,-73.64697447316848)
1 (45.45498427491003,-73.67685999534858)
1 (45.6108538793147,-73.66175115226675)
1 (45.422064159581275,-73.73831288699999)
1 (45.694690501385196,-73.45685261332372)
1 (45.562806625328896,-73.58295170339744)
1 (45.682612414210375,-73.33770270495023)
1 (45.464197381289864,-73.5419537210329)
1 (45.29586169163247,-73.5478522238722)
1 (45.53760428789566,-73.54326404652113)
1 (45.47390264875502,-73.29692628279776)
1 (45.632677210504056,-73.72476694364335)
1 (45.36659298527574,-73.2806710240539)
1 (45.70665296331514,-73.39275926013833)
1 (45.59624533307946,-73.44332846771866)
1 (45.689095373348444,-73.64602320311063)
1 (45.69743118412573,-73.55629891618369)
1 (45.44040104312077,-73.61421366946304)
1 (45.40849283226426,-73.49515563943783)
1 (45.60132729459474,-73.62206831834892)
1 (45.6454669210201,-73.38955724467144)
1 (45.67034963363289,-73.6881165092223)
1 (45.53648674500938,-73.59745840030162)
1 (45.32583160792176,-73.59810625575281)
1 (45.33271848043853,-73.71625015346513)
1 (45.33079110324812,-73.35928624659901)
1 (45.340499981229776,-73.58906656399043)
1 (45.31947239084625,-73.64197303447133)
1 (45.73858905330504,-73.49447479174187)
1 (45.366984531990724,-73.34950135978654)
1 (45.254291255153184,-73.42212134154678)
1 (45.48594220988904,-73.72669858979732)
1 (45.672725677783,-73.53563739893022)
1 (45.577345900227215,-73.4204423438658)
1 (45.54460044409705,-73.60721201191684)
1 (45.38686413045846,-73.64365313820855)
1 (45.739607873861566,-73.37572204496563)
1 (45.68223139174973,-73.56624190756774)
1 (45.66491258696158,-73.43216349062195)
1 (45.67265081054325,-73.26307539039728)
1 (45.531194115505684,-73.37235895627967)
1 (45.63689186792156,-73.48994016615933)
1 (45.502318849681494,-73.57752205768098)
1 (45.31319879171864,-73.73377904034055)
1 (45.40895436050993,-73.58823925930427)
1 (45.33117649693501,-73.39314177538955)
1 (45.44130262282873,-73.62678589309363)
1 (45.33349612518418,-73.58883465695577)
1 (45.36161664399256,-73.39642299376042)
1 (45.44356386682093,-73.48317181545885)
1 (45.293278657650944,-73.34442733455327)
1 (45.38422144261199,-73.59902382735179)
1 (45.549955899790675,-73.61808743240348)
1 (45.342098607238526,-73.47702735132195)
1 (45.26571362553023,-73.46975382234915)
1 (45.6024126356007,-73.59086235411952)
1 (45.274953168429775,-73.37826230244978)
1 (45.549811606540814,-73.256421519266)
1 (45.269655981069796,-73.64965429338976)
1 (45.3422831752829,-73.32098941155213)
1 (45.73065327024705,-73.74009908319204)
1 (45.41720203168342,-73.7032169505895)
1 (45.48950351006784,-73.50827797068068)
1 (45.48126438861822,-73.37371957127172)
1 (45.5280491284185,-73.55322102345744)
1 (45.269359248648286,-73.61954563191874)
1 (45.26383637925627,-73.7266923958703)
1 (45.63135149567696,-73.42355452392175)
1 (45.601320794392365,-73.32670087832693)
1 (45.42030274291624,-73.51191174104106)
1 (45.451144214349966,-73.38056757296576)
1 (45.71083195168946,-73.57945142602861)
1 (45.73275730459954,-73.31221320621003)
1 (45.572118156286614,-73.39357462112126)
1 (45.57927486309671,-73.65893311926123)
1 (45.45647379758299,-73.40264463536143)
1 (45.55768961838388,-73.35790811020996)
1 (45.741467662512406,-73.63450864452244)
1 (45.70243335869754,-73.46205533255909)
1 (45.581252484550305,-73.56481791663063)
1 (45.535762568582655,-73.46855326114773)
1 (45.481052682565185,-73.26323681989813)
1 (45.514559019684604,-73.25148089563734)
1 (45.40769402910874,-73.48842372066679)
1 (45.49987410077703,-73.3824911271585)
1 (45.28860709866831,-73.49983508376698)
1 (45.392908825371684,-73.40029434683613)
1 (45.43191288596262,-73.68594666734893)
1 (45.51910987047871,-73.35095827330565)
1 (45.720999195155244,-73.67440412651167)
1 (45.67067523765799,-73.66663590733162)
1 (45.39842241375445,-73.38990791365516)
1 (45.43700130663446,-73.6803135629937)
1 (45.356020235697336,-73.56030558597966)
1 (45.56246657477271,-73.28852678279385)
1 (45.59079619063261,-73.44040745142301)
1 (45.5714353187481,-73.47272218795563)
1 (45.36943811729916,-73.5264595741116)
1 (45.29147805931205,-73.57304870508572)
1 (45.668258334117546,-73.27200101991743)
1 (45.68754368522113,-73.37584243682647)
1 (45.61989382806665,-73.28800028409326)
1 (45.59218161262884,-73.72792450014913)
1 (45.50328089220456,-73.71670869642071)
1 (45.479900370992134,-73.52706190183629)
1 (45.25921921992667,-73.40958671423742)
1 (45.38736267066306,-73.55854680163743)
1 (45.600266352151685,-73.71495189837073)
1 (45.42535480090025,-73.25283023107481)
1 (45.51075395368838,-73.5906652449157)
1 (45.563331970339014,-73.52850149900031)
1 (45.30039359838645,-73.40121578948123)
1 (45.492829184115955,-73.45863516683883)
1 (45.38323989293173,-73.63698098181187)
1 (45.39214053318872,-73.55663304330535)
1 (45.602705272847665,-73.40623378984321)
1 (45.32140823271407,-73.52016873537089)
1 (45.71287094939986,-73.39763479180704)
1 (45.27462594806397,-73.2986982926346)
1 (45.55651469410737,-73.59249132027675)
1 (45.60304905308263,-73.36123048123737)
1 (45.551076660105814,-73.32198283673421)
1 (45.60311807901396,-73.53665591975778)
1 (45.30521050093081,-73.31484540270094)
1 (45.531239631473625,-73.27891477184177)
1 (45.54061743550067,-73.66567553503835)
1 (45.66763234861967,-73.67363814215133)
1 (45.48653713564114,-73.673057146209)
1 (45.30193396433535,-73.45162870396825)
1 (45.547569755188135,-73.25013279755747)
1 (45.654378614828424,-73.70765172628448)
1 (45.319429299419276,-73.59803396040789)
1 (45.27809180397235,-73.44048789489628)
1 (45.441779425621114,-73.55475240413074)
1 (45.4104139443168,-73.43205512682438)
1 (45.33247840922386,-73.48857833571982)
1 (45.554151371921186,-73.36963667135495)
1 (45.54336083726424,-73.29614842312904)
1 (45.27326725944704,-73.48585858229643)
1 (45.31410937100103,-73.4904401104363)
1 (45.28176300686269,-73.3460398457256)
1 (45.37782068956024,-73.52371651453625)
1 (45.389364016558886,-73.25189414333559)
1 (45.689545590835436,-73.38446905304579)
1 (45.74311195417258,-73.55429263373944)
1 (45.50738387904027,-73.63582306710593)
1 (45.57007909755289,-73.47590237683403)
1 (45.654640475382344,-73.42566468335144)
1 (45.283158342162345,-73.33699594405704)
1 (45.331100112048404,-73.59591489473769)
1 (45.35924599427609,-73.35458276309888)
1 (45.521653525771505,-73.34992019442713)
1 (45.33712260054088,-73.44624356044879)
1 (45.371309052904415,-73.50284658788385)
1 (45.6109503968855,-73.71565452560004)
1 (45.35704913103628,-73.64025732814791)
1 (45.4145442730166,-73.5267683687321)
1 (45.689042229973545,-73.54472212964703)
1 (45.50143632903036,-73.28797491414754)
1 (45.61639616153338,-73.51934905516754)
1 (45.52624249819698,-73.2662943466247)
1 (45.6959399090735,-73.74054790590681)
1 (45.52395296710557,-73.43476164755032)
1 (45.60644655408839,-73.51012707226602)
1 (45.6655062410903,-73.523641263779)
1 (45.25526089964243,-73.74899381226837)
1 (45.640370305043554,-73.59796654777199)
1 (45.72947096325552,-73.28127074069776)
1 (45.57984230722293,-73.62012889583859)
1 (45.58956355152668,-73.39855939718129)
1 (45.38839164170983,-73.57684711261379)
1 (45.58992960709666,-73.36937467590337)
1 (45.694609456369896,-73.35482775566102)
1 (45.63763604564808,-73.46844192656074)
1 (45.368191197655534,-73.63878304031357)
1 (45.668556475000464,-73.74459149673152)
1 (45.674866524977645,-73.67920303751455)
1 (45.62825399426551,-73.62440322357781)
1 (45.657304894171716,-73.33538443446464)
1 (45.39393496261679,-73.56154692590786)
1 (45.73676281839751,-73.34169882582191)
1 (45.26334363662974,-73.28893212052196)
1 (45.327602389057006,-73.27193862441247)
1 (45.56664306044876,-73.31232392498589)
1 (45.44479889435009,-73.68780934248976)
1 (45.52812862711995,-73.59999951423839)
1 (45.36316858458276,-73.45324256422597)
1 (45.716046328815956,-73.47331279847147)
1 (45.356285846002336,-73.67618409440706)
1 (45.27083864578144,-73.48770276891109)
1 (45.402922661089065,-73.70386752560943)
1 (45.59481663299422,-73.61272411054371)
1 (45.499331053340576,-73.54631386278933)
1 (45.31955780972659,-73.27309640926542)
1 (45.356802795816336,-73.53590307392903)
1 (45.64125485261889,-73.30056144219618)
1 (45.295678902376764,-73.44834440712746)
1 (45.52879124570366,-73.56850600069795)
1 (45.569344653933584,-73.71222715820365)
1 (45.36449566954233,-73.53785053047233)
1 (45.664734161474414,-73.72056465032973)
1 (45.27332760485515,-73.63362199176939)
1 (45.32948183744498,-73.6283491738489)
1 (45.73267257745187,-73.2969221119173)
1 (45.67009643610044,-73.37511638545377)
1 (45.531976084861235,-73.71667054595343)
1 (45.6503963752106,-73.51087300411291)
1 (45.269121221164475,-73.63954490388652)
1 (45.69493376009301,-73.72747222963874)
1 (45.32875560265434,-73.28495807474752)
1 (45.3682473540813,-73.30562662704628)
1 (45.68669912322253,-73.25470593034925)
1 (45.257523346145696,-73.48022878740352)
1 (45.424114694076145,-73.42408649531288)
1 (45.73360590476875,-73.50350553608878)
1 (45.51530012549904,-73.63283489032308)
1 (45.70328775848895,-73.44676190165798)
1 (45.273759899147116,-73.56013592847525)
1 (45.29442454186771,-73.52707652758781)
1 (45.30264139854589,-73.46826951853245)
1 (45.63465454164492,-73.47529077205398)
1 (45.39767101933005,-73.53411190868252)
1 (45.494369157333296,-73.67598892824199)
1 (45.5934013352175,-73.25675872210901)
1 (45.565067475104634,-73.50889795685882)
1 (45.42688118799701,-73.43295377332166)
1 (45.53534155134626,-73.50424001322578)
1 (45.51678646815087,-73.42980053605912)
1 (45.40847755113335,-73.59205201935151)
1 (45.720600062249964,-73.45640128436494)
1 (45.678020863199045,-73.37734162465848)
1 (45.43760532157761,-73.74261159563444)
1 (45.540641834377176,-73.50917971944045)
1 (45.57125801397452,-73.47401623542946)
1 (45.279251909070226,-73.33243472254686)
1 (45.250927616445885,-73.5075250901001)
1 (45.29355828930101,-73.61583473129485)
1 (45.64004970650835,-73.30165596683464)
1 (45.49010853972549,-73.73939885178788)
1 (45.52540666854736,-73.63961406367424)
1 (45.36936473040556,-73.29800952319333)
1 (45.39055503538638,-73.60169567212715)
1 (45.663460185200464,-73.63600329833892)
1 (45.325343387451,-73.35633697225421)
1 (45.28502998497877,-73.37013757037136)
1 (45.41301556249935,-73.6862963627784)
1 (45.64486972558043,-73.48514694421904)
1 (45.666569727114855,-73.74800221641681)
1 (45.5841654568571,-73.5973325109942)
1 (45.656844597216484,-73.37801532609521)
1 (45.745650709645936,-73.47723357582225)
1 (45.68622991774659,-73.31084883125392)
1 (45.677285147424215,-73.40241133035542)
1 (45.71394906498468,-73.4570560510824)
1 (45.321912257939836,-73.37572958442567)
1 (45.73153748252071,-73.40953977413456)
1 (45.29684229624565,-73.69324830636177)
1 (45.42044125362515,-73.59945437161619)
1 (45.50841943733129,-73.27895086180243)
1 (45.6975862457887,-73.51086519584521)
1 (45.67837074599576,-73.62100662631643)
1 (45.66931857411451,-73.5854977904911)
1 (45.28109767832574,-73.54612590805331)
1 (45.56929341462113,-73.4054520430674)
1 (45.70405921270191,-73.4547946353038)
1 (45.45168948940122,-73.43267484918351)
1 (45.64700889926165,-73.51078186888526)
1 (45.74755283973507,-73.50927736646855)
1 (45.370086465379394,-73.6332933989451)
1 (45.26912368471447,-73.48245137650926)
1 (45.385627815510865,-73.4795004561209)
1 (45.364676638228794,-73.71178176804669)
1 (45.56404569666491,-73.42890272336736)
1 (45.68470462919112,-73.3451704996448)
1 (45.39024636231903,-73.38909066610738)
1 (45.41920325064942,-73.61238018691644)
1 (45.26378608479679,-73.53495225927551)
1 (45.40536265815703,-73.48237338107472)
1 (45.28333443000599,-73.37022504491789)
1 (45.685150058936074,-73.36216678127701)
1 (45.39399970561515,-73.26152466533232)
1 (45.41306671471275,-73.58083740474743)
1 (45.60468503760312,-73.34058650814654)
1 (45.475788805402466,-73.70261069224257)
1 (45.70188200727182,-73.40043778183596)
1 (45.28745287623438,-73.74762878617776)
1 (45.496172020712926,-73.62557249771717)
1 (45.46702168225624,-73.66803969687005)
1 (45.638193756728725,-73.6949325552067)
1 (45.48746768150508,-73.43046653466926)
1 (45.43194844534955,-73.47960343507837)
1 (45.410436544160596,-73.29370862919706)
1 (45.35505290542782,-73.72461363074494)
1 (45.48460459642968,-73.34269444809706)
1 (45.66791375276488,-73.25608222712816)
1 (45.69111906490687,-73.54624926742578)
1 (45.55678413047439,-73.39118960376649)
1 (45.26531152601427,-73.54715823606202)
1 (45.70927790289839,-73.34905184757034)
1 (45.31030017521942,-73.56829885291313)
1 (45.56515448009039,-73.56555955973008)
1 (45.345147662134615,-73.72828449283527)
1 (45.720050495378366,-73.40459770906813)
1 (45.49791684490545,-73.70410377146466)
1 (45.585323144175206,-73.33179307600193)
1 (45.56226768280854,-73.55665846316707)
1 (45.423283124536674,-73.67504188987496)
1 (45.28516421482032,-73.64789561847189)
1 (45.28383334287154,-73.63855027489456)
1 (45.54281144721,-73.42539751236878)
1 (45.66589300324422,-73.26397584462657)
1 (45.49211747341175,-73.43183620446807)
1 (45.41497471532701,-73.54348908199788)
1 (45.35577745173421,-73.7126170164991)
1 (45.44689597419336,-73.38517877845817)
1 (45.71050125607072,-73.34532868911367)
1 (45.356844063713396,-73.61120623846179)
1 (45.499957867251474,-73.59928574425113)
1 (45.33287720047959,-73.63346821354791)
1 (45.48668502538252,-73.25249138156063)
1 (45.543432845869944,-73.40025931438046)
1 (45.490513665002844,-73.34676753205275)
1 (45.30952732255785,-73.64052994587729)
1 (45.534982318539114,-73.64959141383324)
1 (45.4040692604569,-73.34981625331106)
1 (45.43776755814303,-73.31334601477792)
1 (45.743072630470806,-73.36377409639773)
1 (45.43633210021413,-73.67923488105352)
1 (45.5465433589638,-73.25147958704378)
1 (45.63579331481255,-73.36402948552775)
1 (45.250427004896856,-73.63126407068955)
1 (45.40244035675612,-73.69311056201721)
1 (45.545242942777016,-73.3668319959421)
1 (45.30337912131556,-73.70293260590047)
1 (45.40189398592544,-73.44076552990852)
1 (45.310459920406856,-73.33008386982735)
1 (45.32062875043159,-73.6262502831899)
1 (45.74494348795563,-73.53253193217586)
1 (45.30524698015237,-73.3859619896656)
1 (45.33828689409385,-73.45143814236627)
1 (45.72137680128536,-73.7195343972858)
1 (45.32398158099677,-73.31909204216325)
1 (45.74501578246354,-73.45788412355846)
1 (45.655551505316026,-73.65005985898317)
1 (45.54551609899181,-73.26389867915489)
1 (45.266620268411,-73.31855922441332)
1 (45.675807516232105,-73.3445995034839)
1 (45.25038177829842,-73.42536503101367)
1 (45.361889825505216,-73.60987189743804)
1 (45.43785986346264,-73.39221963002676)
1 (45.49349014222031,-73.72720978266962)
1 (45.59701797586945,-73.49076323702468)
1 (45.61826818056591,-73.72065316264678)
1 (45.35808085751591,-73.51641855446215)
1 (45.63306658403174,-73.44520202747731)
1 (45.494356032598354,-73.55545650942274)
1 (45.64744088936567,-73.43547055569034)
1 (45.35239351808253,-73.26563803642345)
1 (45.6670677433398,-73.27920130449812)
1 (45.530498031229364,-73.29736975566048)
1 (45.307617656275646,-73.30248923736269)
1 (45.350408811134095,-73.42322936299836)
1 (45.70329233725421,-73.47417112095951)
1 (45.25338789552138,-73.61900963383249)
1 (45.61846452400704,-73.5418160866376)
1 (45.47900843056353,-73.74909758244621)
1 (45.50572186457884,-73.50110887339298)
1 (45.25261045211252,-73.65304884529155)
1 (45.379104404910876,-73.57414754122728)
1 (45.71569234539167,-73.30863468458742)
1 (45.38743870410324,-73.43028292865871)
1 (45.482431889232004,-73.3594325293834)
1 (45.37940980711714,-73.42560774413202)
1 (45.495081770537915,-73.64219853901686)
1 (45.54937553619726,-73.6640584140458)
1 (45.28115985056051,-73.43080386821751)
1 (45.440915966340285,-73.69432362865832)
1 (45.286155841365755,-73.42943427717053)
1 (45.66372415418093,-73.65235845602773)
1 (45.66690115108313,-73.59804554559345)
1 (45.648682402325946,-73.63928404190733)
1 (45.282800020756746,-73.67773518984144)
1 (45.62583185301375,-73.5888077842046)
1 (45.614795446368355,-73.3027341568248)
1 (45.26043115174426,-73.32702963979413)
1 (45.47524441834085,-73.33913973304159)
1 (45.523413517654944,-73.46060568215555)
1 (45.64580272663332,-73.57830424710754)
1 (45.40428967787804,-73.64672043380774)
1 (45.494970128867884,-73.63496187399372)
1 (45.4969074160996,-73.70017490743471)
1 (45.682123000556274,-73.35671899694405)
1 (45.301466712636525,-73.37912794236406)
1 (45.25066168366626,-73.74245134407245)
1 (45.28980301688261,-73.56163370772092)
1 (45.749326110976945,-73.29244434775347)
1 (45.375188990264746,-73.3800987785332)
1 (45.497783792954266,-73.37278082558771)
1 (45.4127688248794,-73.72013772299215)
1 (45.73026991706077,-73.57052344834361)
1 (45.73222718415864,-73.31403650405872)
1 (45.60936051392832,-73.64465695587965)
1 (45.47040834285403,-73.46713856173362)
1 (45.500884900551526,-73.54054843516785)
1 (45.62833904713408,-73.74794874908824)
1 (45.440534854755356,-73.53285191112224)
1 (45.3244724096284,-73.74960606084291)
1 (45.402903397160806,-73.39332609549093)
1 (45.65395786166902,-73.29160625989509)
1 (45.30448709468007,-73.54595260604178)
1 (45.39235589938875,-73.67626104331761)
1 (45.63361148464177,-73.47203469088267)
1 (45.50145446496258,-73.34436106399994)
1 (45.70228985645124,-73.66262425332124)
1 (45.50470700692616,-73.48886536359709)
1 (45.25770174722209,-73.68466854604317)
1 (45.30030081749434,-73.38417026968601)
1 (45.57427799148572,-73.43068514380755)
1 (45.37097717410765,-73.37161635639231)
1 (45.671304966570055,-73.35956733392638)
1 (45.63146336130154,-73.60937264833849)
1 (45.46551166042637,-73.50828972284393)
1 (45.32673986374821,-73.34669226653361)
1 (45.47327885838576,-73.26082698626571)
1 (45.457354177635345,-73.61876479599867)
1 (45.62291035286272,-73.30151656679938)
1 (45.66160620265269,-73.37899570489003)
1 (45.32383213948477,-73.35538906733649)
1 (45.32866818648866,-73.69052363885838)
1 (45.66663629965122,-73.72765831649076)
1 (45.451565718624444,-73.6881420841444)
1 (45.49556173526703,-73.29860547672907)
1 (45.354434408832724,-73.59552230632791)
1 (45.603305256297276,-73.50851039136184)
1 (45.44458021183595,-73.64073962871748)
1 (45.44698163968109,-73.4800753524947)
1 (45.546609537779936,-73.25558620718365)
1 (45.57360278673543,-73.27295535857554)
1 (45.67325895183083,-73.47100817712113)
1 (45.37362118914771,-73.34655114847168)
1 (45.275541783631034,-73.43223617969181)
1 (45.351884208509276,-73.62313981441125)
1 (45.59344330388236,-73.45278334495686)
1 (45.316771169420655,-73.59371052991116)
1 (45.69763325765046,-73.50646542827947)
1 (45.7403362430058,-73.69354067820056)
1 (45.672528875395024,-73.52095315880597)
1 (45.5349556546844,-73.69359128845261)
1 (45.64152895266021,-73.28509750880532)
1 (45.62527869938368,-73.60721777481977)
1 (45.476353371755934,-73.71537388196501)
1 (45.468207874932055,-73.59948583488683)
1 (45.564160492163836,-73.64427179560423)
1 (45.58818399370647,-73.60854955754365)
1 (45.42847819644336,-73.69531199698602)
1 (45.25022813385777,-73.34509234037137)
1 (45.31297265766218,-73.69560361412688)
1 (45.58899296975592,-73.52674885100417)
1 (45.54069206303016,-73.44745914420655)
1 (45.34850189076774,-73.62971934158114)
1 (45.555661026059795,-73.53556579644926)
1 (45.364304871465116,-73.59945556664138)
1 (45.53856453840541,-73.68556699240493)
1 (45.53745625598682,-73.35634069046945)
1 (45.3637485666363,-73.51363849702074)
1 (45.308019803061505,-73.56070310275247)
1 (45.43087787798438,-73.31474880723785)
1 (45.534732882879496,-73.46429769019903)
1 (45.56132963751509,-73.3297742755202)
1 (45.72701163489298,-73.27255541505328)
1 (45.69676507595528,-73.70849464516736)
1 (45.2556554649843,-73.27344539105077)
1 (45.575309197575805,-73.64672516870515)
1 (45.489409545740735,-73.55471171200243)
1 (45.38938240565134,-73.42144709872144)
1 (45.26596989216084,-73.43153977238572)
1 (45.648465632765095,-73.27777870224358)
1 (45.70806644643934,-73.74137543670238)
1 (45.57994441407489,-73.33598434570673)
1 (45.63793533012772,-73.43166278819314)
1 (45.40166504627943,-73.38544981400813)
1 (45.726792144057065,-73.36968458275912)
1 (45.690949701541214,-73.61565749154776)
1 (45.53984414690563,-73.54148220719138)
1 (45.35655546000335,-73.50167528591975)
1 (45.30192962929253,-73.27900017355348)
1 (45.392425439293106,-73.71352900579971)
1 (45.51404899152193,-73.36114290836458)
1 (45.65506872079771,-73.55505792776655)
1 (45.49685243202237,-73.27534973251356)
1 (45.36001878096516,-73.55845920103094)
1 (45.523575071425526,-73.60158677524353)
1 (45.33705851059228,-73.46570699460116)
1 (45.431961341974436,-73.39032270422611)
1 (45.31876340759619,-73.4173875290453)
1 (45.472395721626945,-73.55009784608838)
1 (45.662402361910814,-73.74322215937308)
1 (45.65775840593348,-73.63871460554779)
1 (45.42134918698005,-73.30665564636593)
1 (45.52944945729869,-73.56486969564344)
1 (45.588896007002475,-73.39836742181689)
1 (45.543576546882676,-73.55421688518075)
1 (45.63472312372336,-73.70041913943426)
1 (45.71147661402661,-73.31539195521638)
1 (45.642268018086995,-73.353982241725)
1 (45.69954275746616,-73.65744927459842)
1 (45.43384977079029,-73.6591946863574)
1 (45.30475365941398,-73.36045273441033)
1 (45.53964298865632,-73.41567654957193)
1 (45.57435306788954,-73.38563150075274)
1 (45.72645917831986,-73.37658963878997)
1 (45.33080337336133,-73.53055394439347)
1 (45.552781261769084,-73.73785659851862)
1 (45.496437430633364,-73.38819143029609)
1 (45.55761051696855,-73.51726082686051)
1 (45.38615897699823,-73.45653626740831)
1 (45.72242347390694,-73.59562841879732)
1 (45.551092651316075,-73.46760618419817)
1 (45.2678994552889,-73.59414948504688)
1 (45.311260307007565,-73.46121081338325)
1 (45.66006787935092,-73.64812596143985)
1 (45.31116134789389,-73.31977340052465)
1 (45.40413755878179,-73.50803921739465)
1 (45.26856021590109,-73.40579414501883)
1 (45.29850872737221,-73.25381056941536)
1 (45.56383533202974,-73.60320935934634)
1 (45.30633162249544,-73.74748377704859)
1 (45.43491933596494,-73.45794372338712)
1 (45.57746372052539,-73.2732888072612)
1 (45.301161264433496,-73.74137089050086)
1 (45.419791268138496,-73.6221516269197)
1 (45.638367242147886,-73.62319050384524)
1 (45.67561866615113,-73.6701954549107)
1 (45.36682683271948,-73.73739793836288)
1 (45.50619281071246,-73.27763410488699)
1 (45.394308214940644,-73.25656567842238)
1 (45.52541761387185,-73.59568864092239)
1 (45.27680570963996,-73.65557366336681)
1 (45.552427498388354,-73.6147641417298)
1 (45.42124974655248,-73.64621837271231)
1 (45.471926334142395,-73.51710372337409)
1 (45.35643906712874,-73.29879894326201)
1 (45.30106241747997,-73.61149226950812)
1 (45.34113181634499,-73.6358211332431)
1 (45.5620975088704,-73.32631324007828)
1 (45.461532138707,-73.48637812776757)
1 (45.45124194644664,-73.4203669244663)
1 (45.394335164510736,-73.62756021079666)
1 (45.575765589751114,-73.7383393016888)
1 (45.676043780773995,-73.71141301763996)
1 (45.703858061953724,-73.48966589021087)
1 (45.62444660858315,-73.68250740486927)
1 (45.53469960964971,-73.66576570837745)
1 (45.50394709692644,-73.33210175418269)
1 (45.44981761561692,-73.33122568034695)
1 (45.61285963549075,-73.3101703294592)
1 (45.551041839345935,-73.62949643559644)
1 (45.69783940737999,-73.32623975039861)
1 (45.525234582710254,-73.43301587396182)
1 (45.46828819825795,-73.41401808516483)
1 (45.501460735161665,-73.64140740825196)
1 (45.491879579207925,-73.51321933863828)
1 (45.582375494596015,-73.68950510255779)
1 (45.40127214005545,-73.73477911954848)
1 (45.6383459543021,-73.36943855525735)
1 (45.63163088398647,-73.52282499399865)
1 (45.250186231245095,-73.5978657726029)
1 (45.33875201451483,-73.50830818251791)
1 (45.374373812650695,-73.27067279184445)
1 (45.71838751404569,-73.66512124418468)
1 (45.38322818816573,-73.34306416642252)
1 (45.65879174363705,-73.42981923691197)
1 (45.60177125614658,-73.25294905198693)
1 (45.51056277862924,-73.73072988294412)
1 (45.32285198293314,-73.26988300932572)
1 (45.25052710200133,-73.39128124221828)
1 (45.532606366581845,-73.30055607419365)
1 (45.44971734585525,-73.62579343014993)
1 (45.71943686837496,-73.61492324627214)
1 (45.72941801039347,-73.3337736082794)
1 (45.671433692739704,-73.37455388793698)
1 (45.30380535434097,-73.62092188404932)
1 (45.58952392447285,-73.7466319632365)
1 (45.262883123023975,-73.43159829279473)
1 (45.65662231967742,-73.27326983435958)
1 (45.44521676410899,-73.36841935485077)
1 (45.406671199760225,-73.536403245005)
1 (45.586394441860115,-73.69994532829875)
1 (45.33169508255894,-73.51351610205191)
1 (45.40619392337451,-73.71708766614663)
1 (45.649858855650216,-73.35879896789108)
1 (45.415110364011575,-73.49290868909296)
1 (45.53300674470903,-73.66807544390595)
1 (45.47920053829218,-73.72890380018987)
1 (45.35827251055084,-73.59393638243435)
1 (45.58112513783762,-73.73364942909835)
